OBJECTID,Date_Start,Date_Finish,Acres,FireCause,Lat,Long,DispatchCenterID,PredominantFuelGroup,State,Fire_Duration,Fire_Duration_Group,Address
2250,1/5/2020,1/7/2020,4,Human,34.99717,-98.33909,ARAOC,Grass,US-OK,2,Group-1,"N2610 Road, Apache, Caddo County, Oklahoma, 73006, United States"
2257,9/7/2020,10/5/2020,14475.47525,Unknown,47.28209,-117.4274,WANEC,Unknown,US-WA,28,Group-2,"848, West Babb Road, Spokane County, Washington, 99170, United States"
2261,3/21/2021,3/29/2021,15,Unknown,33.64024,-85.64523,ALAIC,Unknown,US-AL,8,Group-1,"AL 281, Cleburne, Cleburne County, Alabama, United States"
2263,9/22/2020,11/16/2020,59.76400036,Undetermined,40.67754,-111.7749,UTNUC,Timber,US-UT,55,Group-4,"Neff's Canyon, Salt Lake County, Utah, United States"
2267,6/20/2020,7/6/2020,63.04911081,Human,39.94002,-119.6347,NVSFC,Grass-Shrub,US-NV,16,Group-2,"Hardscrabble Canyon Road, Sutcliffe, Washoe County, Nevada, United States"
2272,9/21/2020,10/11/2020,676,Natural,44.83055,-119.1118,ORJDCC,Unknown,US-OR,20,Group-2,"Grant County, Oregon, United States"
2274,8/18/2020,8/19/2020,0.1,Natural,46.15286,-114.2883,MTBRC,Timber,US-MT,1,Group-1,"Ravalli County, Montana, United States"
2275,6/1/2020,6/14/2020,4,Human,31.4943,-111.5439,AZTDC,Unknown,US-AZ,13,Group-1,"South Sasabe Road, Sasabe, Pima County, Arizona, 85633, United States"
2276,7/13/2020,8/13/2020,50.5,Natural,39.63867,-105.3675,COPBC,Unknown,US-CO,31,Group-3,"Upper Bear Creek Road, Jefferson County, Colorado, 80437, United States"
2280,5/27/2020,6/2/2020,0.221364456,Human,35.81712,-115.295,NVLIC,Grass,US-NV,6,Group-1,"South Las Vegas Boulevard, Henderson, Clark County, Nevada, 89026, United States"
2281,7/7/2020,7/11/2020,4,Human,32.24579,-109.8577,AZTDC,Unknown,US-AZ,4,Group-1,"I 10;US 191, Willcox, Cochise County, Arizona, 85643, United States"
2283,9/7/2020,10/1/2020,1462.085795,Unknown,45.92691,-119.6247,WACWC,Unknown,US-WA,24,Group-2,"Benton County, Washington, United States"
2285,10/1/2020,10/3/2020,4.388159377,Human,43.47437,-116.8633,IDBDC,Grass,US-ID,2,Group-1,"US 95, Owyhee County, Idaho, 83639, United States"
2288,11/9/2020,11/23/2020,367.251116,Unknown,35.60912,-83.81838,TNTNC,Grass,US-TN,,,"Methodist Church, Cades Cove Loop Road, Cades Cove, Blount County, Tennessee, United States"
2292,7/11/2020,7/14/2020,0.017563648,Human,42.71065,-120.5572,ORLFC,Grass-Shrub,US-OR,3,Group-1,"Fremont Highway, Summer Lake, Lake County, Oregon, 97636, United States"
2295,9/22/2020,9/24/2020,4,Human,42.407211,-71.382437,NHNEC,Grass-Shrub,US-MA,2,Group-1,"991, Concord Road, North Sudbury, Sudbury, Middlesex County, Massachusetts, 01776, United States"
2299,8/14/2020,8/20/2020,0.1,Human,33.11694,-110.1032,AZPHC,Grass-Shrub,US-AZ,6,Group-1,"Indian Route 105, Graham County, Arizona, United States"
2300,8/17/2020,8/24/2020,4,Human,33.54541433,-111.45097,AZFDC,Grass-Shrub,US-AZ,7,Group-1,"Apache Trail, Maricopa County, Arizona, United States"
2301,3/8/2021,3/14/2021,250,Human,36.66713,-92.84334,MOMOC,Unknown,US-MO,6,Group-1,"Glade Top Trail, Taney County, Missouri, United States"
2302,3/7/2021,3/10/2021,405.95,Human,44.03513101,-103.0360372,SDGPC,Grass,US-SD,3,Group-1,"Pennington County, South Dakota, United States"
2303,7/5/2020,7/23/2020,4,Human,41.77811,-106.9452,WYCPC,Grass,US-WY,18,Group-2,"Fort Steele, Carbon County, Wyoming, United States"
2307,7/6/2020,7/16/2020,4,Natural,46.5407855,-108.3748779,MTNCA,Grass,US-MT,10,Group-1,"572, North Gage Road, Musselshell County, Montana, 59072, United States"
2308,8/28/2020,9/11/2020,16.06099941,Unknown,37.47321024,-119.7222323,CAVNCC,Unknown,US-CA,,,"5790, Creel Road, Ponderosa Basin, Mariposa County, California, 95338, United States"
2309,7/23/2020,7/23/2020,4,Human,39.15195,-120.6763,CAGVCC,Grass-Shrub,US-CA,0,Group-1,"Foresthill Road, Placer County, California, United States"
2314,3/7/2021,3/21/2021,1,Unknown,36.91264,-92.03922,MOMOC,Unknown,US-MO,,,"Howell County, Missouri, United States"
2315,3/3/2021,3/16/2021,87.99962304,Human,37.16373,-113.5777,UTCDC,Grass,US-UT,13,Group-1,"Washington County, Utah, United States"
2316,3/6/2020,3/20/2020,4,Unknown,38.954167,-108.3433,COGJC,Grass,US-CO,,,"7841, Reeder Mesa Road, Whitewater, Mesa County, Colorado, 81527, United States"
2318,8/15/2020,8/20/2020,0.1,Human,33.3071,-110.4501,AZPHC,Grass-Shrub,US-AZ,5,Group-1,"Peridot, Gila County, Arizona, 85542, United States"
2320,7/21/2020,8/4/2020,0.629885073,Unknown,39.6185,-119.7739,NVSFC,Grass-Shrub,US-NV,,,"6155, Chimney Drive, Washoe County, Nevada, 89433, United States"
2324,1/23/2021,2/6/2021,1,Unknown,37.02789,-92.04575,MOMOC,Unknown,US-MO,,,"Howell County, Missouri, United States"
2325,6/6/2020,8/13/2020,4,Natural,33.56072,-109.5944,AZPHC,Grass,US-AZ,68,Group-5,"Graham County, Arizona, United States"
2327,8/10/2020,8/20/2020,0.1,Human,33.38976,-110.5892,AZPHC,Grass-Shrub,US-AZ,10,Group-1,"Gila County, Arizona, United States"
2328,6/28/2020,7/5/2020,89.794381,Human,33.49935,-112.9559,AZPDC,Unknown,US-AZ,7,Group-1,"419th Avenue, Maricopa County, Arizona, United States"
2329,10/6/2020,10/20/2020,2.286067273,Unknown,42.80537,-106.1556,WYCPC,Grass,US-WY,,,"Hat Six Road, Natrona County, Wyoming, 82636, United States"
2330,7/7/2020,7/14/2020,4,Human,33.54541433,-111.45097,AZHOA,Brush,US-AZ,7,Group-1,"Apache Trail, Maricopa County, Arizona, United States"
2334,8/16/2020,8/20/2020,0.1,Unknown,37.021709,-122.208196,CACZCC,Unknown,US-CA,4,Group-1,"Warrenella Truck Trail, Davenport Landing, Davenport, Santa Cruz County, California, 95017, United States"
2335,2/15/2020,2/15/2020,4,Unknown,37.47321024,-119.7222323,CAVNCC,Timber,US-CA,0,Group-1,"5790, Creel Road, Ponderosa Basin, Mariposa County, California, 95338, United States"
2336,8/21/2020,9/4/2020,1.391896514,Unknown,39.964167,-121.456333,CABTCC,Unknown,US-CA,,,"Butte County, California, United States"
2337,5/23/2020,5/28/2020,24.33792902,Human,36.0175,-115.5922,NVLIC,Grass-Shrub,US-NV,5,Group-1,"Clark County, Nevada, United States"
2341,8/14/2020,1/15/2021,14833.44461,Human,39.8514,-106.0775,COFTC,Timber,US-CO,154,Group-5,"CR 3, Grand County, Colorado, United States"
2342,6/11/2020,6/25/2020,4,Unknown,25.5194,-80.33018,FLFIC,Unknown,US-FL,,,"Miami-Dade County, Florida, United States"
2343,7/22/2020,7/26/2020,4,Unknown,41.6297,-108.3099,WYCPC,Grass-Shrub,US-WY,4,Group-1,"Sweetwater County, Wyoming, United States"
2345,5/8/2020,5/14/2020,2.003494448,Human,39.8998,-114.734667,NVECC,Brush,US-NV,6,Group-1,"White Pine County, Nevada, United States"
2346,8/27/2020,9/5/2020,0.110475249,Natural,43.02992,-115.1993,IDSCC,Grass-Shrub,US-ID,9,Group-1,"Elmore County, Idaho, 83647, United States"
2349,3/12/2021,3/31/2021,5,Human,36.60981,-84.30456,KYKIC,Timber,US-KY,19,Group-2,"Little Rock Creek Road, Creekmore, McCreary County, Kentucky, United States"
2350,8/27/2020,8/30/2020,4,Natural,44.03513101,-103.0360372,SDGPC,Grass,US-SD,3,Group-1,"Pennington County, South Dakota, United States"
2352,12/5/2020,12/7/2020,4,Human,44.03513101,-103.0360372,SDGPC,Grass,US-SD,2,Group-1,"Pennington County, South Dakota, United States"
2353,8/16/2020,1/1/2021,50.66418565,Natural,39.37501,-122.7098,CAMNFC,Grass-Shrub,US-CA,138,Group-5,"Colusa County, California, United States"
2358,7/7/2020,7/28/2020,0.1,Natural,45.09167,-120.584,ORCOC,Grass,US-OR,21,Group-2,"Sherman County, Oregon, United States"
2361,7/23/2020,7/25/2020,6.7,Natural,44.77551,-105.4595,WYCPC,Timber,US-WY,2,Group-1,"Campbell County, Wyoming, United States"
2362,3/5/2021,3/19/2021,1,Unknown,38.88505,-92.05937,MOMOC,Unknown,US-MO,,,"5129, County Road 229, Callaway County, Missouri, 65251, United States"
2363,8/18/2020,9/1/2020,0.1,Unknown,40.72895,-123.0441,CARICC,Unknown,US-CA,,,"Jc Dump Road, Junction City, Trinity County, California, United States"
2364,7/4/2020,7/7/2020,6.00470281,Human,42.88757,-112.4037,IDEIC,Grass-Shrub,US-ID,3,Group-1,"9154, West Pocatello Creek Road, Pocatello, Bannock County, Idaho, 83201, United States"
2365,3/2/2020,3/2/2020,4,Human,37.47321024,-119.7222323,CAVNCC,Grass-Shrub,US-CA,0,Group-1,"5790, Creel Road, Ponderosa Basin, Mariposa County, California, 95338, United States"
2366,7/12/2020,7/26/2020,333.6264,Natural,31.77048,-111.5063,AZTDC,Unknown,US-AZ,,,"Pima County, Arizona, United States"
2368,8/23/2020,10/14/2020,0.1,Natural,33.48067,-110.6364,AZPHC,Grass-Shrub,US-AZ,52,Group-4,"Gila County, Arizona, United States"
2370,10/6/2020,1/4/2021,766.3015329,Human,40.62245,-110.7984,UTUBC,Unknown,US-UT,90,Group-5,"Hades-Rocky Sea Pass Trail, Duchesne County, Utah, United States"
2371,8/30/2020,9/20/2020,17.713361,Natural,43.40628,-110.9798,IDEIC,Grass-Shrub,US-WY,21,Group-2,"Green Knoll Trail, Teton County, Wyoming, United States"
2376,9/20/2020,9/22/2020,4,Human,44.08895,-116.0868,IDBDC,Grass,US-ID,2,Group-1,"Boise County, Idaho, United States"
2379,10/21/2019,11/6/2019,4,Human,34.04419,-118.55207,CALACC,Brush,US-CA,16,Group-2,"Sunset & Palisades, Sunset Boulevard, Los Angeles, California, 90272-3002, United States"
2380,3/19/2021,3/31/2021,4.41449293,Human,29.02311,-81.48302,FLFIC,Grass-Shrub,US-FL,12,Group-1,"CR 42, Fullerville, Lake County, Florida, 32767, United States"
2381,6/17/2020,6/20/2020,10.5,Human,34.17945,-117.44355,CASBCC,Brush,US-CA,3,Group-1,"Lytle Creek Road, Nealeys Corner, San Bernardino County, California, 92336, United States"
2382,10/17/2020,10/31/2020,4,Unknown,34.1441,-118.73946,CALACC,Grass,US-CA,,,"Canwood Street, Agoura, Agoura Hills, California, 91301, United States"
2383,5/17/2020,5/21/2020,5.336615909,Human,36.18823,-114.0762,NVLIC,Grass-Shrub,US-NV,4,Group-1,"Clark County, Nevada, United States"
2386,6/7/2020,6/8/2020,4,Human,32.95632,-111.7157,AZTDC,Unknown,US-AZ,1,Group-1,"I 10, Casa Grande, Pinal County, Arizona, 8512, United States"
2387,3/12/2021,3/26/2021,18.94,Unknown,34.03628,-87.2222,ALAIC,Timber,US-AL,,,"Butler Branch Road, Winston County, Alabama, United States"
2388,9/15/2020,9/16/2020,4,Unknown,42.407211,-71.382437,NHNEC,Timber,US-MA,1,Group-1,"991, Concord Road, North Sudbury, Sudbury, Middlesex County, Massachusetts, 01776, United States"
2389,7/27/2020,12/31/2020,1784.506021,Human,48.53195,-119.3375,WANEC,Unknown,US-WA,157,Group-5,"Tunk Creek Road, Riverside, Okanogan County, Washington, United States"
2392,3/3/2021,3/4/2021,2.64,Human,44.03513101,-103.0360372,SDGPC,Grass,US-SD,1,Group-1,"Pennington County, South Dakota, United States"
2396,8/10/2020,8/24/2020,8.6,Human,44.10676,-105.3731,WYCPC,Unknown,US-WY,,,"Bishop Road, Campbell County, Wyoming, United States"
2399,10/10/2020,10/28/2020,0.1,Human,33.29797,-110.4484,AZPHC,Grass-Shrub,US-AZ,18,Group-2,"US 70, Graham County, Arizona, 85542, United States"
2401,9/15/2020,9/21/2020,4,Human,34.40211,-112.0709,AZPDC,Grass-Shrub,US-AZ,6,Group-1,"Dugas Road, Yavapai County, Arizona, United States"
2402,9/6/2020,9/10/2020,9.590536475,Human,42.60304,-111.1161,IDEIC,Grass-Shrub,US-ID,4,Group-1,"Caribou County, Idaho, United States"
2403,11/19/2020,12/3/2020,2,Unknown,37.422026,-89.192033,ILILC,Grass-Shrub,US-IL,,,"785, Nimmo Road, Union County, Illinois, 62926, United States"
2405,5/16/2020,5/20/2020,1.180630115,Human,35.87954,-115.2128,NVLIC,Grass,US-NV,4,Group-1,"Clark County, Nevada, United States"
2407,7/24/2020,7/30/2020,4,Human,39.15604,-120.5,CAGVCC,Timber,US-CA,6,Group-1,"Western States Trail, Placer County, California, United States"
2408,6/6/2020,6/30/2020,30398.3733,Natural,33.4345,-110.3581,AZPHC,Grass-Shrub,US-AZ,24,Group-2,"Gila County, Arizona, United States"
2409,8/7/2020,8/21/2020,4,Natural,42.0394,-105.597,WYCPC,Unknown,US-WY,,,"Albany County, Wyoming, United States"
2410,5/31/2020,5/31/2020,0.1,Human,43.299428,-74.217933,NHNEC,Grass,US-NY,0,Group-1,"Ошская область, Кыргызстан"
2411,1/19/2021,2/2/2021,183.8841319,Unknown,34.35694,-118.55323,CALACC,Unknown,US-CA,,,"Golden State Freeway, California, 91321, United States"
2412,3/19/2021,4/15/2021,4.8744549,Human,40.84129,-113.0115,UTNUC,Grass,US-UT,27,Group-2,"Tooele County, Utah, United States"
2413,9/23/2020,9/23/2020,4,Human,45.253783,-69.445469,NHNEC,Brush,US-ME,0,Group-1,"319, Steward Road, Monson, Maine, 04464, United States"
2415,1/18/2021,1/21/2021,4,Human,34.31636,-117.4791,CASBCC,Grass-Shrub,US-CA,3,Group-1,"Mojave Freeway, Cajon Junction, San Bernardino County, California, 92371, United States"
2419,7/1/2020,7/3/2020,5.499393351,Natural,43.4863,-104.9118,WYCPC,Grass-Shrub,US-WY,2,Group-1,"Lynch Road, Converse County, Wyoming, United States"
2420,8/18/2020,8/23/2020,4,Natural,40.7346,-121.5959,CASIFC,Timber,US-CA,5,Group-1,"Shasta County, California, United States"
2421,9/3/2020,9/22/2020,1,Human,33.249217,-86.111167,ALAIC,Timber,US-AL,19,Group-2,"Taylor Mill Road, Talladega County, Alabama, United States"
2422,8/12/2020,9/16/2020,4,Human,46.5407855,-108.3748779,MTMCC,Grass,US-MT,35,Group-3,"572, North Gage Road, Musselshell County, Montana, 59072, United States"
2424,8/4/2020,8/19/2020,1.2,Natural,46.31159,-106.0507,MTMCC,Timber,US-MT,15,Group-2,"Frontage Road, Custer County, Montana, United States"
2425,6/1/2020,6/15/2020,4,Undetermined,34.14534,-118.60785,CALACC,Timber,US-CA,,,"4101, Topanga Canyon Boulevard, Top O' Topanga, Topanga, California, 91364, United States"
2428,6/28/2020,6/28/2020,5.7,Human,46.39022,-106.519,MTMCC,Grass,US-MT,0,Group-1,"Quarter Horse Road, Rosebud County, Montana, United States"
2434,8/17/2020,8/28/2020,0.063207203,Natural,40.26017,-117.4342,NVCNC,Timber,US-NV,11,Group-1,"Pershing County, Nevada, United States"
2436,3/21/2021,3/22/2021,120,Human,47.57047697,-93.74467364,MNMNCC,Grass,US-MN,1,Group-1,"Itasca County, Minnesota, United States"
2437,3/14/2021,3/15/2021,0.1,Human,33.66744,-111.5632,AZPHC,Slash,US-AZ,1,Group-1,"[FR 403] **4WD**, Maricopa County, Arizona, United States"
2439,3/22/2021,3/23/2021,0.01,Human,46.5407855,-108.3748779,MTRBAC,Grass,US-MT,1,Group-1,"572, North Gage Road, Musselshell County, Montana, 59072, United States"
2440,3/22/2021,3/23/2021,0.89,Unknown,46.5407855,-108.3748779,MTRBAC,Grass-Shrub,US-MT,1,Group-1,"572, North Gage Road, Musselshell County, Montana, 59072, United States"
2441,3/21/2021,3/22/2021,0.02,Human,31.42467,-110.4423,AZTDC,Unknown,US-AZ,1,Group-1,"1603, Canelo Hills Trail, Cochise County, Arizona, 85611, United States"
2443,3/22/2021,3/22/2021,4,Human,45.253783,-69.445469,NHNEC,Grass-Shrub,US-ME,0,Group-1,"319, Steward Road, Monson, Maine, 04464, United States"
2452,3/22/2021,3/26/2021,4,Human,47.57047697,-93.74467364,MNMNCC,Grass,US-MN,4,Group-1,"Itasca County, Minnesota, United States"
2453,3/22/2021,4/2/2021,1,Human,37.46946,-92.31735,MOMOC,Timber,US-MO,11,Group-1,"Wright County, Missouri, United States"
2454,3/21/2021,3/21/2021,1,Human,47.57047697,-93.74467364,MNMNCC,Grass,US-MN,0,Group-1,"Itasca County, Minnesota, United States"
2455,3/21/2021,3/21/2021,0.5,Human,47.57047697,-93.74467364,MNMNCC,Grass,US-MN,0,Group-1,"Itasca County, Minnesota, United States"
2456,3/9/2021,3/13/2021,1,Human,36.8145,-92.99449,MOMOC,Unknown,US-MO,4,Group-1,"Christian County, Missouri, 65657, United States"
2457,3/2/2021,3/10/2021,4,Human,36.80587,-92.86668,MOMOC,Unknown,US-MO,8,Group-1,"Taney County, Missouri, United States"
2458,3/22/2021,4/8/2021,544.09,Human,44.21395,-85.86993,MIMIDC,Unknown,US-MI,17,Group-2,"Warfield Road, Norman Township, Manistee County, Michigan, 49689, United States"
2459,3/13/2021,3/14/2021,0.1,Human,45.2542,-112.6177,MTDDC,Grass,US-MT,1,Group-1,"1232, Webster Lane, Beaverhead County, Montana, 59725, United States"
2460,3/16/2021,3/30/2021,0.1,Human,45.0034,-112.8493,MTDDC,Grass-Shrub,US-MT,,,"Beaverhead County, Montana, United States"
2462,3/16/2021,3/23/2021,4,Human,48.41485,-114.3055,MTKIC,Grass-Shrub,US-MT,7,Group-1,"1416, East Edgewood Drive, Whitefish, Flathead County, Montana, 59937, United States"
2463,3/21/2021,3/25/2021,1,Human,37.52497,-92.18029,MOMOC,Grass,US-MO,4,Group-1,"Texas County, Missouri, United States"
2465,3/7/2021,3/14/2021,4.943444673,Human,40.75994,-112.7766,UTNUC,Unknown,US-UT,7,Group-1,"Dwight D. Eisenhower Highway, Timpie, Tooele County, Utah, United States"
2466,3/22/2021,4/1/2021,3,Human,47.57047697,-93.74467364,MNMNCC,Grass-Shrub,US-MN,10,Group-1,"Itasca County, Minnesota, United States"
2470,3/6/2021,3/7/2021,3,Human,35.767622,-83.831521,TNTNC,Timber,US-TN,1,Group-1,"Country Lane, Oak View, Blount County, Tennessee, 37886, United States"
2471,3/20/2021,3/26/2021,3,Human,47.57047697,-93.74467364,MNMNCC,Grass,US-MN,6,Group-1,"Itasca County, Minnesota, United States"
2474,3/13/2021,3/14/2021,10963.88,Human,25.97827,-80.90326,FLFIC,Grass-Shrub,US-FL,1,Group-1,"Collier County, Florida, United States"
2478,3/21/2021,4/5/2021,650,Human,47.57047697,-93.74467364,MNMNCC,Grass-Shrub,US-MN,15,Group-2,"Itasca County, Minnesota, United States"
2479,3/22/2021,4/5/2021,1515.55,Unknown,31.45972,-88.73573,MSMIC,Timber,US-MS,,,"Wayne County, Mississippi, United States"
2480,3/23/2021,4/5/2021,562.41,Human,31.90185,-109.7965,AZTDC,Unknown,US-AZ,13,Group-1,"US 191, Pearce, Cochise County, Arizona, 85625, United States"
2483,3/21/2021,3/26/2021,150,Human,47.57047697,-93.74467364,MNMNCC,Grass-Shrub,US-MN,5,Group-1,"Itasca County, Minnesota, United States"
2484,2/19/2020,3/4/2020,28.61054116,Human,39.16407602,-111.5546983,UTCDC,Grass-Shrub,US-UT,,,"Sanpete County, Utah, United States"
2485,3/14/2021,3/24/2021,5,Human,47.57047697,-93.74467364,MNMNCC,Grass,US-MN,10,Group-1,"Itasca County, Minnesota, United States"
2486,1/8/2020,1/8/2020,86.89863947,Human,30.46321,-94.38206,TXTIC,Timber,US-TX,0,Group-1,"FM 420, Texas, United States"
2487,1/24/2020,1/30/2020,13351.86,Human,30.18067556,-97.94045473,TXTIC,Grass,US-TX,6,Group-1,"Bear Creek Drive, Bear Creek, Hays County, Texas, 78737, United States"
2488,3/6/2020,3/7/2020,310.7071991,Human,30.18067556,-97.94045473,TXTIC,Timber,US-TX,1,Group-1,"Bear Creek Drive, Bear Creek, Hays County, Texas, 78737, United States"
2489,3/9/2020,3/23/2020,696.8239131,Human,30.18067556,-97.94045473,TXTIC,Timber,US-TX,,,"Bear Creek Drive, Bear Creek, Hays County, Texas, 78737, United States"
2490,3/8/2020,3/22/2020,606.4293403,Unknown,30.54616,-94.35719,TXTIC,Unknown,US-TX,,,"County Road 4800, Hicksbaugh, Tyler County, Texas, 77664, United States"
2491,3/8/2020,3/8/2020,606.4293403,Human,30.18067556,-97.94045473,TXTIC,Timber,US-TX,0,Group-1,"Bear Creek Drive, Bear Creek, Hays County, Texas, 78737, United States"
2492,2/11/2021,3/13/2021,26.97169492,Human,39.16407602,-111.5546983,UTCDC,Grass-Shrub,US-UT,30,Group-3,"Sanpete County, Utah, United States"
2493,3/24/2021,4/8/2021,0.51,Human,48.29273,-114.4423,MTKIC,Grass-Shrub,US-MT,15,Group-2,"Bald Rock Road, Flathead County, Montana, United States"
2496,10/22/2020,11/5/2020,55.16279096,Unknown,30.61733,-94.68244,TXTIC,Unknown,US-TX,,,"Sunflower Road, Polk County, Texas, United States"
2498,1/28/2021,2/11/2021,2271.8,Unknown,30.60423,-94.68163,TXTIC,Unknown,US-TX,,,"Polk County, Texas, United States"
2499,3/8/2021,3/22/2021,136.6236498,Unknown,34.51966,-93.10188,ARAOC,Unknown,US-AR,,,"Garland County, Arkansas, United States"
2500,3/19/2021,4/6/2021,10,Human,47.57047697,-93.74467364,MNMNCC,Grass,US-MN,18,Group-2,"Itasca County, Minnesota, United States"
2501,3/7/2021,3/13/2021,1,Human,36.74349,-92.83938,MOMOC,Unknown,US-MO,6,Group-1,"Skyline Drive, Taney County, Missouri, 65614, United States"
2502,3/8/2021,3/10/2021,1,Human,36.73504,-92.77998,MOMOC,Unknown,US-MO,2,Group-1,"4471, Caney Creek Road, Brownbranch, Taney County, Missouri, 65608, United States"
2505,3/21/2021,3/21/2021,0.04,Human,45.253783,-69.445469,NHNEC,Timber,US-ME,0,Group-1,"319, Steward Road, Monson, Maine, 04464, United States"
2507,3/21/2021,3/24/2021,2,Human,47.57047697,-93.74467364,MNMNCC,Grass,US-MN,3,Group-1,"Itasca County, Minnesota, United States"
2508,3/22/2021,3/25/2021,40,Human,36.90432,-92.0474,MOMOC,Timber,US-MO,3,Group-1,"Howell County, Missouri, United States"
2509,3/20/2021,4/24/2021,27,Human,47.57047697,-93.74467364,MNMNCC,Grass,US-MN,35,Group-3,"Itasca County, Minnesota, United States"
2510,3/7/2021,3/17/2021,1,Human,36.92318,-92.00548,MOMOC,Unknown,US-MO,10,Group-1,"Howell County, Missouri, United States"
2511,3/7/2021,3/17/2021,1,Human,36.92418,-92.00076,MOMOC,Unknown,US-MO,10,Group-1,"Howell County, Missouri, United States"
2512,3/7/2021,3/17/2021,1,Human,36.92473,-92.00878,MOMOC,Timber,US-MO,10,Group-1,"Howell County, Missouri, United States"
2513,3/24/2021,3/26/2021,3.06,Human,37.640563,-89.208062,ILILC,Grass,US-IL,2,Group-1,"Jackson County, Illinois, 62958, United States"
2514,3/24/2021,3/26/2021,34.16,Unknown,31.26201,-92.70722,LALIC,Unknown,US-LA,2,Group-1,"Howard Perkins Road, Rapides Parish, Louisiana, 71409, United States"
2519,3/19/2021,3/24/2021,0.25,Unknown,47.57047697,-93.74467364,MNMNCC,Grass-Shrub,US-MN,5,Group-1,"Itasca County, Minnesota, United States"
2521,3/16/2021,4/13/2021,14.35521482,Human,29.124,-81.549333,FLFIC,Grass,US-FL,28,Group-2,"54511, Astor Transfer Station Road, Astor Park, Lake County, Florida, 32102, United States"
