OBJECTID,Date_Start,Date_Finish,Acres,FireCause,Lat,Long,DispatchCenterID,PredominantFuelGroup,State,Fire_Duration,Fire_Duration_Group,Address,URLAddress,tempmax,tempmin,temp,humidity,precip,windspeed,pressure,visibility,solarradiation,conditions
7582,3/5/2020,3/18/2020,2,Human,36.80866,-92.97356,MOMOC,Timber,US-MO,13,Group-1,"Taney County, Missouri, United States",Taney%20County%2C%20Missouri%2C%20United%20States,91.9,69.2,80,77.03,0,6,1012.3,9.8,438.9,Clear
7583,5/25/2020,5/30/2020,3.5,Human,33.54541433,-111.45097,AZHOA,Grass-Shrub,US-AZ,5,Group-1,"Apache Trail, Maricopa County, Arizona, United States",Apache%20Trail%2C%20Maricopa%20County%2C%20Arizona%2C%20United%20States,92.1,69.5,81.7,9.27,0,12.5,1013.5,9.9,500.3,Clear
7584,11/10/2020,11/19/2020,4,Human,43.42658524,-106.6223307,WYTDC,Slash,US-WY,9,Group-1,"Antelope Springs Ranch Road, Natrona County, Wyoming, United States",Antelope%20Springs%20Ranch%20Road%2C%20Natrona%20County%2C%20Wyoming%2C%20United%20States,29.9,20,24,74.26,0,25.3,1019.3,9,191.8,Partially cloudy
7585,7/5/2020,7/9/2020,4,Natural,44.03513101,-103.0360372,SDGPC,Grass,US-SD,4,Group-1,"Pennington County, South Dakota, United States",Pennington%20County%2C%20South%20Dakota%2C%20United%20States,85.5,57,72.6,50.85,0,14.8,1014.1,9.9,456.4,Clear
7586,2/25/2020,5/8/2020,20,Human,39.75384,-122.9378,CAMNFC,Timber,US-CA,73,Group-5,"Mendocino County, California, United States",Mendocino%20County%2C%20California%2C%20United%20States,52.4,32,44.7,63.71,0.08,4.4,1016.4,9.6,48.2,"Rain, Partially cloudy"
7587,3/21/2021,4/6/2021,30,Human,45.62985,-105.9761,MTMCC,Grass,US-MT,16,Group-2,"Whitetail Road, Powder River County, Montana, United States",Whitetail%20Road%2C%20Powder%20River%20County%2C%20Montana%2C%20United%20States,55.1,30.3,41.4,62.25,0,9,1015.8,9.9,313.7,Clear
7588,8/28/2020,9/11/2020,4,Natural,38.34,-113.3898,UTCDC,Grass-Shrub,US-UT,14,Group-1,"Grover Wash Reservoir, Beaver County, Utah, United States",Grover%20Wash%20Reservoir%2C%20Beaver%20County%2C%20Utah%2C%20United%20States,91,47.4,68.8,17.84,0,14.9,1016,9.9,404.8,Clear
7589,7/5/2020,7/22/2020,4,Human,46.4633,-121.5208,WACCC,Timber,US-WA,17,Group-2,"Forest Road 2150-405, Lewis County, Washington, United States",Forest%20Road%202150-405%2C%20Lewis%20County%2C%20Washington%2C%20United%20States,90.6,68.4,78.8,79.03,1.27,9.9,1014.4,9.6,367.2,"Rain, Partially cloudy"
7590,8/4/2020,8/5/2020,6.81188106,Human,42.78803,-112.8376,IDEIC,Grass,US-ID,1,Group-1,"I 86;US 30, Power County, Idaho, 83211, United States",I%2086;US%2030%2C%20Power%20County%2C%20Idaho%2C%2083211%2C%20United%20States,,,,,,,,,,
7591,8/2/2020,8/18/2020,4,Natural,31.67742,-109.3952,AZTDC,Grass-Shrub,US-AZ,16,Group-2,"J Bar A Ranch, Cochise County, Arizona, United States",J%20Bar%20A%20Ranch%2C%20Cochise%20County%2C%20Arizona%2C%20United%20States,95.5,72.4,83.9,26.71,0,12.7,1008.3,9.9,218.9,Partially cloudy
7592,6/27/2020,7/1/2020,4,Natural,36.7051,-107.3135,NMTDC,Slash,US-NM,4,Group-1,"US 64, Navajo City, Rio Arriba County, New Mexico, United States",US%2064%2C%20Navajo%20City%2C%20Rio%20Arriba%20County%2C%20New%20Mexico%2C%20United%20States,91.4,58.2,75.1,27.91,0,15.2,1013.8,9.9,500.3,Clear
7593,8/31/2020,9/7/2020,4,Human,33.54541433,-111.45097,AZFDC,Brush,US-AZ,7,Group-1,"Apache Trail, Maricopa County, Arizona, United States",Apache%20Trail%2C%20Maricopa%20County%2C%20Arizona%2C%20United%20States,101,74.1,87.3,16.59,0,9,1009.9,9.9,443.5,Clear
7594,1/22/2020,2/6/2020,20.59744263,Unknown,33.347778,-86.104722,ALAIC,Timber,US-AL,15,Group-2,"Scott Road, Talladega County, Alabama, 35161, United States",Scott%20Road%2C%20Talladega%20County%2C%20Alabama%2C%2035161%2C%20United%20States,68.1,50.1,59.1,58.03,0,19,1017.4,9.9,403.4,Clear
7595,10/19/2020,12/14/2020,1,Unknown,37.8068,-107.7742,CODRC,Timber,US-CO,56,Group-4,"Ice Lakes Trailhead guidepost, Ice Lake Trail, San Juan County, Colorado, United States",Ice%20Lakes%20Trailhead%20guidepost%2C%20Ice%20Lake%20Trail%2C%20San%20Juan%20County%2C%20Colorado%2C%20United%20States,37.7,22.3,30.9,51.53,0,7.8,1030.4,9.9,194,Partially cloudy
7596,8/14/2020,8/14/2020,4,Natural,46.625278,-103.483611,NDNDC,Grass,US-ND,0,Group-1,"Slope County, North Dakota, United States",Slope%20County%2C%20North%20Dakota%2C%20United%20States,62,30.3,45.6,53.31,0,12.9,1028.3,9.9,435,Clear
7597,8/20/2020,10/5/2020,9593.052212,Natural,33.3957,-111.345,AZPHC,Grass-Shrub,US-AZ,46,Group-4,"Dutchman Trail #104, Pinal County, Arizona, United States",Dutchman%20Trail%20#104%2C%20Pinal%20County%2C%20Arizona%2C%20United%20States,,,,,,,,,,
7598,9/7/2020,9/8/2020,4,Human,44.46881,-108.5025,WYCDC,Grass-Shrub,US-WY,1,Group-1,"US 14;US 16;US 20, Emblem, Big Horn County, Wyoming, United States",US%2014;US%2016;US%2020%2C%20Emblem%2C%20Big%20Horn%20County%2C%20Wyoming%2C%20United%20States,42.8,37.4,40.7,51.91,0,11.5,1015.1,9.8,122.2,Overcast
7599,8/11/2020,8/13/2020,3.23895561,Human,39.52572,-110.4248,UTMFC,Brush,US-UT,2,Group-1,"Icelander Wash Road, Sunnydale, East Carbon, Carbon County, Utah, 84520, United States",Icelander%20Wash%20Road%2C%20Sunnydale%2C%20East%20Carbon%2C%20Carbon%20County%2C%20Utah%2C%2084520%2C%20United%20States,70.1,43.1,54.6,24.5,0,25.3,1008.8,9.9,260.5,Clear
7600,4/30/2020,5/11/2020,0.1,Natural,44.35043,-119.0511,ORJDCC,Timber,US-OR,11,Group-1,"Grant County, Oregon, United States",Grant%20County%2C%20Oregon%2C%20United%20States,69,51,58.5,60.27,0,11.2,,9.9,209.9,Partially cloudy
7601,4/19/2020,4/20/2020,13.1,Human,47.57047697,-93.74467364,MNMNCC,Grass,US-MN,1,Group-1,"Itasca County, Minnesota, United States",Itasca%20County%2C%20Minnesota%2C%20United%20States,27.3,19,23.2,91.32,0,5.7,1029.5,7.3,107.2,Partially cloudy
7602,4/11/2020,4/11/2020,0.5,Human,44.03513101,-103.0360372,SDGPC,Grass,US-SD,0,Group-1,"Pennington County, South Dakota, United States",Pennington%20County%2C%20South%20Dakota%2C%20United%20States,45.2,24.1,35.3,78.54,0.23,22.6,1010.4,6,72.4,"Snow, Partially cloudy"
7603,8/17/2020,8/20/2020,4,Human,43.08749,-115.8662,IDBDC,Grass,US-ID,3,Group-1,"Grandview Road, Elmore County, Idaho, United States",Grandview%20Road%2C%20Elmore%20County%2C%20Idaho%2C%20United%20States,95.2,59.3,77.3,24.12,0,17.1,1016.1,9.9,455.1,Clear
7604,9/7/2020,10/28/2020,189923.867,Unknown,48.31666,-119.4927,WACAC,Grass-Shrub,US-WA,51,Group-4,"Cold Springs Road, Okanogan County, Washington, United States",Cold%20Springs%20Road%2C%20Okanogan%20County%2C%20Washington%2C%20United%20States,32,27,29.6,90.36,0,4.7,1023.3,4.7,11.2,Overcast
7605,10/9/2020,10/21/2020,419.8,Natural,45.74563,-106.8371,MTMCC,Grass-Shrub,US-MT,12,Group-1,"Rosebud County, Montana, United States",Rosebud%20County%2C%20Montana%2C%20United%20States,46.1,32,38.7,70.92,0,10.3,1019.4,9.9,175.4,Partially cloudy
7606,3/29/2020,3/31/2020,8,Human,45.12858,-107.397,MTBDC,Grass,US-MT,2,Group-1,"Main Street, Wyola, Big Horn County, Montana, United States",Main%20Street%2C%20Wyola%2C%20Big%20Horn%20County%2C%20Montana%2C%20United%20States,19.1,3.8,13.2,70.63,0.16,11.4,1027.5,6.1,383.9,"Snow, Partially cloudy"
7607,7/16/2020,7/18/2020,0.27983293,Human,40.74471,-112.6419,UTNUC,Unknown,US-UT,2,Group-1,"Dwight D. Eisenhower Highway, Timpie, Tooele County, Utah, United States",Dwight%20D.%20Eisenhower%20Highway%2C%20Timpie%2C%20Tooele%20County%2C%20Utah%2C%20United%20States,42.3,25.2,33.7,89.26,0.01,26,1018.7,9.1,155.9,Snow
7608,7/5/2020,7/5/2020,0.1,Natural,25.47938,-80.93938,FLFIC,Grass,US-FL,0,Group-1,"Monroe County, Florida, United States",Monroe%20County%2C%20Florida%2C%20United%20States,92.3,83.8,87.4,67.22,0,10.9,1015.9,9.9,486.3,Clear
7609,3/22/2021,3/26/2021,1,Human,41.647867,-78.985417,PAMACC,Timber,US-PA,4,Group-1,"Cherry Run, Sheffield Township, Warren County, Pennsylvania, United States",Cherry%20Run%2C%20Sheffield%20Township%2C%20Warren%20County%2C%20Pennsylvania%2C%20United%20States,35.7,22.2,28.8,74,0.06,19.7,1018.7,6.3,189.8,"Snow, Overcast"
7610,5/6/2020,6/9/2020,108.8232399,Human,36.81216,-113.9314,UTCDC,Grass-Shrub,US-AZ,34,Group-3,"Mohave County, Arizona, United States",Mohave%20County%2C%20Arizona%2C%20United%20States,83.9,45,67.1,12.81,0,17.2,1016.3,9.9,573.2,Clear
7611,9/21/2020,10/5/2020,3.67889539,Human,42.83878,-105.7974,WYCPC,Grass,US-WY,,,"Converse County, Wyoming, United States",Converse%20County%2C%20Wyoming%2C%20United%20States,61.9,23,38.6,68.54,0,18.3,1021.3,9.9,290.2,Clear
7612,8/24/2020,8/27/2020,13.891498,Human,42.50354,-111.6793,IDEIC,Unknown,US-ID,3,Group-1,"2276, Niter Bench Road, Caribou County, Idaho, 83241, United States",2276%2C%20Niter%20Bench%20Road%2C%20Caribou%20County%2C%20Idaho%2C%2083241%2C%20United%20States,71.4,28.4,49.3,52.74,0,16.4,,9.9,479,Clear
7613,7/12/2020,7/13/2020,4,Human,33.871222,-116.89443,CARRCC,Grass-Shrub,US-CA,1,Group-1,"Old Idyllwild Road, Riverside County, California, 92220, United States",Old%20Idyllwild%20Road%2C%20Riverside%20County%2C%20California%2C%2092220%2C%20United%20States,75.3,46.3,59.8,12.14,0,13.3,1017.3,9.9,211.9,Clear
7614,8/12/2020,8/26/2020,4,Unknown,34.6787,-118.4523,CAANCC,Unknown,US-CA,,,"18099, Elizabeth Lake Road, Lake Hughes, California, 93532, United States",18099%2C%20Elizabeth%20Lake%20Road%2C%20Lake%20Hughes%2C%20California%2C%2093532%2C%20United%20States,80.8,54.6,66.1,25.7,0,27.4,1012,9.9,440.8,Clear
7615,4/7/2020,4/9/2020,20,Human,36.64355,-96.49075,ARAOC,Grass,US-OK,2,Group-1,"CR 5501, Osage County, Oklahoma, United States",CR%205501%2C%20Osage%20County%2C%20Oklahoma%2C%20United%20States,73.6,62.9,66.9,83.29,0.29,9,1009.7,9.5,212,"Rain, Partially cloudy"
7616,6/21/2020,6/25/2020,1.5,Natural,43.65869,-105.0221,WYCPC,Grass,US-WY,4,Group-1,"Little Thunder Road, Weston County, Wyoming, United States",Little%20Thunder%20Road%2C%20Weston%20County%2C%20Wyoming%2C%20United%20States,80.6,60.8,70.3,43.08,0,23,,9.9,466.1,Partially cloudy
7617,7/30/2020,10/2/2020,98.01733716,Natural,43.73351,-118.5585,ORBIC,Timber,US-OR,64,Group-5,"Pine Creek Road, Harney County, Oregon, United States",Pine%20Creek%20Road%2C%20Harney%20County%2C%20Oregon%2C%20United%20States,43.7,14.6,26.4,75.23,0,12.2,1027.4,9.6,38.2,Partially cloudy
7618,4/10/2021,4/15/2021,1,Human,41.03948186,-87.10185229,INIIC,Timber,US-IN,5,Group-1,"200N, Jasper County, Indiana, 47978, United States",200N%2C%20Jasper%20County%2C%20Indiana%2C%2047978%2C%20United%20States,,,,,,,,,,
7619,11/6/2020,12/15/2020,15,Human,37.76223,-90.99159,MOMOC,Timber,US-MO,39,Group-3,"Cubb Creek Road, Quaker, Washington County, Missouri, United States",Cubb%20Creek%20Road%2C%20Quaker%2C%20Washington%20County%2C%20Missouri%2C%20United%20States,57.3,28.3,44.2,47.3,0,15,1022,9.9,262.1,Clear
7620,7/18/2020,8/21/2020,11.7,Natural,67.66988,-163.7491,AKGADC,Grass-Shrub,US-AK,34,Group-3,"Northwest Arctic, Alaska, 99752, United States",Northwest%20Arctic%2C%20Alaska%2C%2099752%2C%20United%20States,63,52.1,57.7,80.36,0,15,1010.8,9.9,183.7,Partially cloudy
7621,7/12/2020,7/20/2020,121.8995939,Human,37.71026,-109.3858,UTMFC,Unknown,US-UT,8,Group-1,"Alkali Point Road, San Juan County, Utah, United States",Alkali%20Point%20Road%2C%20San%20Juan%20County%2C%20Utah%2C%20United%20States,90.2,62.2,76.6,38.19,0,21.5,1010.5,9.9,325.5,Clear
7622,6/16/2020,7/11/2020,1006.281639,Natural,66.11437,-158.9502,AKGADC,Grass,US-AK,25,Group-2,"Unorganized Borough, Alaska, United States",Unorganized%20Borough%2C%20Alaska%2C%20United%20States,66,37.6,50.1,47.08,0,10.2,1022.5,9.9,351.5,Clear
7623,7/7/2020,7/8/2020,4,Unknown,42.91507,-106.3958,WYCPC,Grass,US-WY,1,Group-1,"Natrona County, Wyoming, 82601, United States",Natrona%20County%2C%20Wyoming%2C%2082601%2C%20United%20States,92.9,54,72.8,42.12,0,24.2,1011.1,9.9,536.5,Clear
7624,8/9/2020,8/10/2020,2,Human,46.88507,-105.0934,MTMCC,Grass,US-MT,1,Group-1,"Prairie County, Montana, 59349, United States",Prairie%20County%2C%20Montana%2C%2059349%2C%20United%20States,94.8,63.8,80.3,35.61,0,12.8,1006.4,9.9,391.9,Clear
7625,8/22/2020,8/24/2020,9.116603,Human,43.54102,-116.0943,IDBDC,Grass-Shrub,US-ID,2,Group-1,"East State Highway 21, Ada County, Idaho, 83716, United States",East%20State%20Highway%2021%2C%20Ada%20County%2C%20Idaho%2C%2083716%2C%20United%20States,82.1,51.6,65.8,35.68,0,10.2,1017.7,6.3,324.2,Clear
7626,2/17/2020,2/19/2020,16.6,Human,36.80482,-91.32898,MOMOC,Timber,US-MO,2,Group-1,"State Highway 19, Oregon County, Missouri, United States",State%20Highway%2019%2C%20Oregon%20County%2C%20Missouri%2C%20United%20States,83.1,67.7,75.3,84.4,0.25,13.7,,8.5,240.6,Rain
7627,11/24/2020,11/30/2020,4,Human,31.59503,-89.02393,MSMIC,Brush,US-MS,6,Group-1,"Widow Landrum Road, Jones County, Mississippi, United States",Widow%20Landrum%20Road%2C%20Jones%20County%2C%20Mississippi%2C%20United%20States,50.2,36.2,42.8,63.67,0,13.1,1032.5,9.9,326.1,Clear
7628,7/15/2020,9/10/2020,60,Natural,40.07427,-108.0857,COCRC,Brush,US-CO,57,Group-4,"Rio Blanco County, Colorado, United States",Rio%20Blanco%20County%2C%20Colorado%2C%20United%20States,37.3,20.9,31.9,71.87,0.02,7.9,1014.2,9.6,123.3,"Snow, Overcast"
7629,8/6/2020,8/7/2020,4,Human,32.12454,-103.56,NMADC,Grass-Shrub,US-NM,1,Group-1,"Lea County, New Mexico, United States",Lea%20County%2C%20New%20Mexico%2C%20United%20States,80.6,48.6,66.4,26.86,0,13.1,,9.9,314.8,Clear
7630,7/28/2020,9/29/2020,73.81379847,Natural,45.21024,-119.2018,ORBMC,Timber,US-OR,63,Group-5,"National Forest Development Road 080 Trail, Morrow County, Oregon, United States",National%20Forest%20Development%20Road%20080%20Trail%2C%20Morrow%20County%2C%20Oregon%2C%20United%20States,40.7,21.5,30.9,,0,4,,,100.2,Clear
7631,4/3/2020,4/27/2020,1,Human,37.64308636,-79.76722545,VAVIC,Timber,US-VA,24,Group-2,"12711, Narrow Passage Road, Eagle Rock, Botetourt County, Virginia, 24085, United States",12711%2C%20Narrow%20Passage%20Road%2C%20Eagle%20Rock%2C%20Botetourt%20County%2C%20Virginia%2C%2024085%2C%20United%20States,55.3,41.6,48.2,57.49,0.01,19.4,1017.5,9.7,449.8,"Rain, Partially cloudy"
7632,4/24/2020,4/24/2020,3,Human,47.57047697,-93.74467364,MNMNCC,Grass,US-MN,0,Group-1,"Itasca County, Minnesota, United States",Itasca%20County%2C%20Minnesota%2C%20United%20States,66.4,39.5,50.8,65.29,0.16,12.6,1012.3,8.9,454.1,"Rain, Partially cloudy"
7633,7/31/2020,8/2/2020,4,Human,34.1625,-111.3286,AZPHC,Grass-Shrub,US-AZ,2,Group-1,"AZ 87, Rye, Gila County, Arizona, United States",AZ%2087%2C%20Rye%2C%20Gila%20County%2C%20Arizona%2C%20United%20States,91,64.1,79.4,17.84,0,15.5,1006.6,9.9,528.7,Clear
7634,6/4/2020,6/9/2020,435.9130784,Natural,30.21586,-84.9278,FLFIC,Timber,US-FL,5,Group-1,"Liberty County, Florida, United States",Liberty%20County%2C%20Florida%2C%20United%20States,88.7,75.5,81.7,76.02,0.02,11.8,1017.6,9.7,336.4,"Rain, Partially cloudy"
7635,10/7/2020,10/11/2020,20,Human,44.03513101,-103.0360372,SDGPC,Grass,US-SD,4,Group-1,"Pennington County, South Dakota, United States",Pennington%20County%2C%20South%20Dakota%2C%20United%20States,44.7,23.2,31.1,46.91,0.25,17.7,1010.4,9.9,159.8,Snow
7636,8/21/2020,9/10/2020,2619.567919,Human,40.043167,-114.553667,NVECC,Brush,US-NV,20,Group-2,"White Pine County, Nevada, United States",White%20Pine%20County%2C%20Nevada%2C%20United%20States,50.6,25.7,36.4,57.7,0,14.8,1028.5,9.9,260.1,Partially cloudy
7637,3/8/2020,3/18/2020,24.80018044,Human,34.74274,-94.4094,ARAOC,Timber,US-AR,10,Group-1,"Broken Bridge Road, Scott County, Arkansas, United States",Broken%20Bridge%20Road%2C%20Scott%20County%2C%20Arkansas%2C%20United%20States,75.7,46.3,61.4,65.03,0,10.1,1021,9.9,502.8,Partially cloudy
7638,8/29/2020,11/9/2020,825.3109691,Natural,43.81097,-114.9345,IDSCC,Timber,US-ID,72,Group-5,"Camas County, Idaho, 83327, United States",Camas%20County%2C%20Idaho%2C%2083327%2C%20United%20States,28.9,23.6,26.1,86.47,0,15.5,1020,9.2,60.2,Partially cloudy
7639,6/22/2020,6/28/2020,4,Natural,45.253783,-69.445469,NHNEC,Timber,US-ME,6,Group-1,"319, Steward Road, Monson, Maine, 04464, United States",319%2C%20Steward%20Road%2C%20Monson%2C%20Maine%2C%2004464%2C%20United%20States,80.4,56.1,68,64.27,0,11.5,1021.2,9.9,439.7,Clear
7640,7/9/2020,7/10/2020,4,Human,47.138067,-108.782667,MTLEC,Grass-Shrub,US-MT,1,Group-1,"Fergus County, Montana, United States",Fergus%20County%2C%20Montana%2C%20United%20States,70.4,49.3,61.3,44.6,0,19.9,1011.6,9.9,514.5,Clear
7641,4/8/2020,4/13/2020,0.1,Human,37.14641,-107.5988,CODRC,Grass,US-CO,5,Group-1,"2846, Buck Highway, La Plata County, Colorado, 81137, United States",2846%2C%20Buck%20Highway%2C%20La%20Plata%20County%2C%20Colorado%2C%2081137%2C%20United%20States,50.2,28.8,39.9,23.4,0,28.7,1010.9,9.9,495.4,Clear
7642,5/31/2020,6/2/2020,0.1,Human,47.03933,-94.14699,MNMNCC,Timber,US-MN,2,Group-1,"6061, Macemon Road Northeast, Cass County, Minnesota, 56672, United States",6061%2C%20Macemon%20Road%20Northeast%2C%20Cass%20County%2C%20Minnesota%2C%2056672%2C%20United%20States,87.6,67.7,78.1,51.37,0,20.7,1013.9,9.9,528.9,Clear
7643,8/15/2020,9/1/2020,4,Natural,46.75935,-110.7201,MTGDC,Timber,US-MT,17,Group-2,"US 89, Forest Green, Meagher County, Montana, United States",US%2089%2C%20Forest%20Green%2C%20Meagher%20County%2C%20Montana%2C%20United%20States,43.8,33.3,39.2,45.38,0,19.2,1019.5,9.9,141.3,Clear
7644,6/4/2020,6/16/2020,1602.347955,Natural,68.25993,-159.9898,AKGADC,Brush,US-AK,12,Group-1,"Northwest Arctic, Alaska, 99752, United States",Northwest%20Arctic%2C%20Alaska%2C%2099752%2C%20United%20States,63,52.1,57.7,80.36,0,15,1010.8,9.9,183.7,Partially cloudy
7645,2/29/2020,2/29/2020,11,Human,35.39856,-96.21049,ARAOC,Timber,US-OK,0,Group-1,"Okfuskee County, Oklahoma, United States",Okfuskee%20County%2C%20Oklahoma%2C%20United%20States,62.4,51.5,55.4,94.54,0.04,13,,6.6,172.2,"Rain, Overcast"
7646,8/6/2020,8/12/2020,50.6,Human,45.78496,-104.4958,MTMCC,Grass,US-MT,6,Group-1,"Carter County, Montana, 59324, United States",Carter%20County%2C%20Montana%2C%2059324%2C%20United%20States,82.2,54.7,69.2,28.89,0,22.6,1007.2,9.9,244.7,Partially cloudy
7647,9/12/2020,9/29/2020,4,Natural,45.74574,-105.968,MTMCC,Brush,US-MT,17,Group-2,"Powder River County, Montana, United States",Powder%20River%20County%2C%20Montana%2C%20United%20States,,,,,,,,,,
7648,9/4/2020,9/26/2020,2.09437183,Human,42.547,-120.5479,ORLFC,Grass-Shrub,US-OR,22,Group-2,"Oregon Timber Trail, Lake County, Oregon, United States",Oregon%20Timber%20Trail%2C%20Lake%20County%2C%20Oregon%2C%20United%20States,64.9,35.5,46.4,85.26,0,3.5,1023.7,6.9,57.3,Partially cloudy
7649,11/18/2020,11/18/2020,4,Human,41.878003,-93.097702,MOMOC,Timber,US-IA,0,Group-1,"1693, 330th Street, Marshall County, Iowa, 50162, United States",1693%2C%20330th%20Street%2C%20Marshall%20County%2C%20Iowa%2C%2050162%2C%20United%20States,69.2,48.1,56.8,57.68,0,21.5,1010.3,9.9,135.7,Clear
7650,8/20/2020,8/21/2020,4,Human,47.63518,-121.2587,WAPSC,Timber,US-WA,1,Group-1,"Necklace Valley Trail, King County, Washington, United States",Necklace%20Valley%20Trail%2C%20King%20County%2C%20Washington%2C%20United%20States,33.9,27.7,31.5,74.77,0,6,1017.5,9.7,54.2,Partially cloudy
7651,3/3/2020,3/31/2020,4,Human,39.46782,-121.1179,CAGVCC,Timber,US-CA,28,Group-2,"12700, Baker Road, Yuba County, California, 95922, United States",12700%2C%20Baker%20Road%2C%20Yuba%20County%2C%20California%2C%2095922%2C%20United%20States,75,56,64.7,29.98,0,7,1017.6,9.7,299.4,Clear
7652,10/17/2020,10/19/2020,4,Human,37.709972,-88.360806,ILILC,Unknown,US-IL,2,Group-1,"Lower Road, Gallatin County, Illinois, 62934, United States",Lower%20Road%2C%20Gallatin%20County%2C%20Illinois%2C%2062934%2C%20United%20States,63.5,31.5,45.2,65.35,0,7.4,1015.5,8.5,193.4,Clear
7653,7/28/2020,8/15/2020,4,Natural,42.14358,-121.0081,ORLFC,Timber,US-OR,18,Group-2,"Bureau of Land Mgmt Rd 40-15E-, Klamath County, Oregon, United States",Bureau%20of%20Land%20Mgmt%20Rd%2040-15E-%2C%20Klamath%20County%2C%20Oregon%2C%20United%20States,56,14,33.5,39.02,0,6.9,1030.2,9.9,317.7,Clear
7654,7/3/2020,7/11/2020,10.6,Natural,41.4751,-120.2222,CAMICC,Timber,US-CA,8,Group-1,"Modoc County, California, United States",Modoc%20County%2C%20California%2C%20United%20States,48.7,30.4,39.2,39.3,0,21.4,1020.2,9.9,474.9,Clear
7655,7/19/2020,7/24/2020,4,Human,34.23173,-112.111,AZPDC,Grass-Shrub,US-AZ,5,Group-1,"256, Arizona Veterans Highway, Yavapai County, Arizona, United States",256%2C%20Arizona%20Veterans%20Highway%2C%20Yavapai%20County%2C%20Arizona%2C%20United%20States,98,69.7,85.6,20.35,0,13.3,1009.6,9.9,543.6,Clear
7656,3/8/2020,3/18/2020,1,Human,36.85717,-93.01881,MOMOC,Timber,US-MO,10,Group-1,"14232, MO 125, Garrison, Christian County, Missouri, 65657, United States",14232%2C%20MO%20125%2C%20Garrison%2C%20Christian%20County%2C%20Missouri%2C%2065657%2C%20United%20States,84.2,66.3,75,82.8,0.26,11.7,1012.8,9.7,339.3,Rain
7657,6/4/2020,6/15/2020,268.4078818,Human,40.7611,-113.0059,UTNUC,Grass,US-UT,11,Group-1,"Dwight D. Eisenhower Highway, Wendover, Tooele County, Utah, United States",Dwight%20D.%20Eisenhower%20Highway%2C%20Wendover%2C%20Tooele%20County%2C%20Utah%2C%20United%20States,37.1,29,32,79.42,0.06,15,1015.3,9,23.5,"Snow, Partially cloudy"
7658,2/5/2021,2/10/2021,4,Human,31.0974,-88.9399,MSMIC,Brush,US-MS,5,Group-1,"Fs 314-B, Perry County, Mississippi, United States",Fs%20314-B%2C%20Perry%20County%2C%20Mississippi%2C%20United%20States,68,37.2,52.4,64.54,0,4.4,1020.2,9.9,475,Clear
7659,8/8/2020,10/20/2020,2,Natural,46.85134,-113.2599,MTMDC,Timber,US-MT,73,Group-5,"Bureau of Land Management Road 2819, Top O'Deep, Powell County, Montana, United States",Bureau%20of%20Land%20Management%20Road%202819%2C%20Top%20O'Deep%2C%20Powell%20County%2C%20Montana%2C%20United%20States,36,16.1,22.6,77.05,0,5.8,1030.6,9.2,167.8,Partially cloudy
7660,3/21/2020,3/23/2020,0.1,Human,47.19577,-114.9024,MTMDC,Timber,US-MT,2,Group-1,"Riverside Avenue West, Riverview Trailer Park, Superior, Mineral County, Montana, 59872, United States",Riverside%20Avenue%20West%2C%20Riverview%20Trailer%20Park%2C%20Superior%2C%20Mineral%20County%2C%20Montana%2C%2059872%2C%20United%20States,45.2,30.9,37.4,77.14,0.08,10.6,1005.7,7.8,111.3,"Rain, Partially cloudy"
7661,6/26/2020,6/26/2020,4,Human,45.253783,-69.445469,NHNEC,Grass,US-ME,0,Group-1,"319, Steward Road, Monson, Maine, 04464, United States",319%2C%20Steward%20Road%2C%20Monson%2C%20Maine%2C%2004464%2C%20United%20States,80.4,56.1,68,64.27,0,11.5,1021.2,9.9,439.7,Clear
